id chr crossovers
AFC_30_19_B09 3 1
AFC_30_19_B10 3 1
AFC_30_19_B11 3 0
AFC_30_19_C02 3 0
AFC_30_19_C03 3 1
AFC_30_19_C04 3 0
AFC_30_19_C07 3 1
AFC_30_19_C08 3 1
AFC_30_19_C09 3 1
AFC_30_19_C10 3 1
AFC_30_19_C11 3 0
AFC_30_19_C12 3 2
AFC_30_19_D01 3 1
AFC_30_19_D02 3 1
AFC_30_19_D03 3 0
AFC_30_19_D04 3 0
AFC_30_19_D05 3 1
AFC_30_19_D06 3 1
AFC_30_19_D07 3 1
AFC_30_19_D08 3 1
AFC_30_19_D09 3 0
AFC_30_19_D10 3 1
AFC_30_19_D11 3 1
AFC_30_19_D12 3 1
AFC_30_19_E01 3 0
AFC_30_19_E02 3 1
AFC_30_19_E03 3 2
AFC_30_19_E04 3 1
AFC_30_19_E05 3 0
AFC_30_19_E06 3 0
AFC_30_19_E07 3 1
AFC_30_19_E08 3 1
AFC_30_19_E09 3 1
AFC_30_19_E10 3 1
AFC_30_19_E11 3 1
AFC_30_19_E12 3 1
AFC_30_19_F03 3 1
AFC_30_19_F04 3 1
AFC_30_19_F05 3 1
AFC_30_19_F06 3 0
AFC_30_19_F08 3 1
AFC_30_19_F09 3 1
AFC_30_19_F10 3 0
AFC_30_19_G02 3 0
AFC_30_19_G03 3 0
AFC_30_19_G04 3 1
AFC_30_19_G05 3 1
AFC_30_19_G07 3 0
AFC_30_19_G08 3 1
AFC_30_19_G09 3 0
AFC_30_19_G10 3 0
AFC_30_19_G11 3 1
AFC_30_19_H01 3 1
AFC_30_20_B01 3 1
AFC_30_20_B02 3 1
AFC_30_20_B04 3 1
AFC_30_20_B05 3 1
AFC_30_20_B06 3 1
AFC_30_20_B07 3 0
AFC_30_20_B08 3 1
AFC_30_20_B09 3 1
AFC_30_20_B10 3 3
AFC_30_20_B11 3 1
AFC_30_20_B12 3 1
AFC_30_20_C01 3 1
AFC_30_20_C02 3 2
AFC_30_20_C03 3 2
AFC_30_20_C04 3 1
AFC_30_20_C05 3 0
AFC_30_20_C06 3 1
AFC_30_20_C07 3 1
AFC_30_20_C08 3 2
AFC_30_20_C09 3 1
AFC_30_20_C11 3 1
AFC_30_20_C12 3 1
AFC_30_20_D02 3 1
AFC_30_20_D03 3 0
AFC_30_20_D04 3 1
AFC_30_20_D05 3 1
AFC_30_20_D06 3 2
AFC_30_20_D07 3 0
AFC_30_20_D08 3 1
AFC_30_20_D09 3 1
AFC_30_20_D10 3 1
AFC_30_20_D11 3 0
AFC_30_20_E01 3 0
AFC_30_20_E02 3 0
AFC_30_20_E03 3 1
AFC_30_20_E04 3 1
AFC_30_20_E07 3 1
AFC_30_20_E08 3 1
AFC_30_20_E09 3 2
AFC_30_20_E10 3 0
AFC_30_20_E11 3 2
AFC_30_20_F01 3 0
AFC_30_20_F02 3 2
AFC_30_20_F03 3 0
AFC_30_20_F04 3 0
AFC_30_20_F05 3 1
AFC_30_20_F06 3 1
AFC_30_20_F07 3 2
AFC_30_20_F08 3 0
AFC_30_20_F09 3 0
AFC_30_20_F10 3 0
AFC_30_20_F11 3 2
AFC_30_20_G01 3 0
AFC_30_20_G02 3 1
AFC_30_20_G03 3 1
AFC_30_20_G04 3 0
AFC_30_20_G05 3 1
AFC_30_20_G06 3 2
AFC_30_20_G07 3 1
AFC_30_20_G08 3 1
AFC_30_20_G09 3 0
AFC_30_20_G11 3 1
AFC_30_20_H02 3 1
AFC_30_20_H03 3 1
AFC_30_20_H04 3 1
AFC_30_20_H05 3 1
AFC_30_20_H06 3 2
AFC_30_20_H07 3 1
AFC_30_20_H08 3 1
AFC_30_20_H09 3 1
AFC_30_20_H10 3 0
AFC_30_20_H11 3 2
AFC_47_15_A05 3 1
AFC_47_15_A06 3 0
AFC_47_15_A07 3 1
AFC_47_15_A08 3 0
AFC_47_15_A09 3 1
AFC_47_15_A10 3 1
AFC_47_15_A12 3 1
AFC_47_15_B02 3 0
AFC_47_15_B03 3 0
AFC_47_15_B04 3 0
AFC_47_15_B05 3 1
AFC_47_15_B06 3 1
AFC_47_15_B07 3 1
AFC_47_15_B08 3 1
AFC_47_15_B09 3 2
AFC_47_15_B10 3 1
AFC_47_15_B11 3 0
AFC_47_15_B12 3 1
AFC_47_15_C01 3 1
AFC_47_15_C02 3 0
AFC_47_15_C03 3 1
AFC_47_15_C04 3 0
AFC_47_15_C05 3 2
AFC_47_15_C06 3 2
AFC_47_15_C07 3 2
AFC_47_15_C08 3 0
AFC_47_15_C09 3 2
AFC_47_15_C10 3 1
AFC_47_15_C11 3 1
AFC_47_15_C12 3 1
AFC_47_15_D01 3 0
AFC_47_15_D02 3 1
AFC_47_15_D03 3 0
AFC_47_15_D04 3 1
AFC_47_15_D05 3 1
AFC_47_15_D06 3 0
AFC_47_15_D07 3 1
AFC_47_15_D08 3 1
AFC_47_15_D09 3 0
AFC_47_15_D10 3 2
AFC_47_15_D11 3 1
AFC_47_15_D12 3 1
AFC_47_15_E01 3 0
AFC_47_15_E02 3 0
AFC_47_15_E03 3 0
AFC_47_15_E04 3 1
AFC_47_15_E05 3 2
AFC_47_15_E06 3 0
AFC_47_15_E07 3 1
AFC_47_15_E08 3 1
AFC_47_15_E09 3 0
AFC_47_15_E10 3 0
AFC_47_15_E11 3 1
AFC_47_15_E12 3 1
AFC_47_15_F01 3 1
AFC_47_15_F02 3 1
AFC_47_15_F03 3 1
AFC_47_15_F04 3 1
AFC_47_15_F05 3 1
AFC_47_15_F06 3 1
AFC_47_15_F07 3 0
AFC_47_15_F08 3 2
AFC_47_15_F09 3 1
AFC_47_15_F10 3 2
AFC_47_15_F11 3 1
AFC_47_15_F12 3 0
AFC_47_15_G01 3 0
AFC_47_15_G02 3 2
AFC_47_15_G03 3 1
AFC_47_15_G04 3 0
AFC_47_15_G05 3 1
AFC_47_15_G06 3 1
AFC_47_15_G07 3 0
AFC_47_15_G08 3 1
AFC_47_15_G09 3 0
AFC_47_15_G10 3 0
AFC_47_15_G12 3 1
AFC_47_15_H01 3 2
AFC_47_15_H03 3 1
AFC_47_15_H04 3 0
AFC_47_15_H05 3 0
AFC_47_15_H06 3 0
AFC_47_15_H07 3 1
AFC_47_15_H08 3 0
AFC_47_15_H09 3 1
AFC_47_15_H10 3 1
AFC_47_15_H11 3 0
AFC_47_15_H12 3 2
AFC_47_16_A07 3 1
AFC_47_16_B01 3 1
AFC_47_16_B02 3 3
AFC_47_16_B03 3 0
AFC_47_16_B04 3 2
AFC_47_16_B06 3 0
AFC_47_16_B07 3 1
AFC_47_16_B08 3 1
AFC_47_16_B09 3 0
AFC_47_16_B10 3 2
AFC_47_16_B11 3 1
AFC_47_16_C01 3 2
AFC_47_16_C03 3 0
AFC_47_16_C04 3 1
AFC_47_16_C05 3 0
AFC_47_16_C06 3 0
AFC_47_16_C07 3 2
AFC_47_16_C08 3 1
AFC_47_16_C09 3 1
AFC_47_16_C10 3 0
AFC_47_16_C11 3 0
AFC_47_16_C12 3 1
AFC_47_16_D01 3 1
AFC_47_16_D02 3 1
AFC_47_16_D03 3 0
AFC_47_16_D04 3 0
AFC_47_16_D05 3 1
AFC_47_16_D06 3 2
AFC_47_16_D07 3 1
AFC_47_16_D08 3 1
AFC_47_16_D09 3 1
AFC_47_16_D10 3 1
AFC_47_16_D11 3 0
AFC_47_16_D12 3 1
AFC_47_16_E01 3 1
AFC_47_16_E02 3 0
AFC_47_16_E03 3 0
AFC_47_16_E04 3 1
AFC_47_16_E05 3 0
AFC_47_16_E07 3 1
AFC_47_16_E08 3 1
AFC_47_16_E09 3 2
AFC_47_16_E10 3 1
AFC_47_16_E11 3 1
AFC_47_16_E12 3 1
AFC_47_16_F01 3 1
AFC_47_16_F02 3 0
AFC_47_16_F03 3 0
AFC_47_16_F04 3 1
AFC_47_16_F05 3 0
AFC_47_16_F06 3 1
AFC_47_16_F07 3 0
AFC_47_16_F08 3 0
AFC_47_16_F09 3 1
AFC_47_16_F10 3 1
AFC_47_16_F11 3 0
AFC_47_16_F12 3 0
AFC_47_16_G01 3 1
AFC_47_16_G02 3 0
AFC_47_16_G03 3 0
AFC_47_16_G04 3 1
AFC_47_16_G05 3 0
AFC_47_16_G06 3 1
AFC_47_16_G07 3 0
AFC_47_16_G08 3 0
AFC_47_16_G09 3 1
AFC_47_16_G10 3 1
AFC_47_16_G11 3 0
AFC_47_16_G12 3 0
AFC_47_16_H11 3 0
AFC_47_17_A01 3 0
AFC_47_17_A11 3 0
AFC_47_17_A12 3 2
AFC_47_17_B02 3 2
AFC_47_17_B03 3 1
AFC_47_17_B06 3 1
AFC_47_17_B07 3 0
AFC_47_17_B08 3 1
AFC_47_17_B09 3 1
AFC_47_17_B10 3 0
AFC_47_17_B11 3 0
AFC_47_17_B12 3 0
AFC_47_17_C01 3 0
AFC_47_17_C02 3 1
AFC_47_17_C03 3 0
AFC_47_17_C05 3 1
AFC_47_17_C06 3 1
AFC_47_17_C07 3 0
AFC_47_17_C08 3 1
AFC_47_17_C09 3 1
AFC_47_17_C10 3 1
AFC_47_17_C11 3 0
AFC_47_17_C12 3 0
AFC_47_17_D01 3 0
AFC_47_17_D02 3 1
AFC_47_17_D03 3 0
AFC_47_17_D04 3 0
AFC_47_17_D05 3 1
AFC_47_17_D06 3 1
AFC_47_17_D07 3 1
AFC_47_17_D08 3 1
AFC_47_17_D09 3 0
AFC_47_17_D10 3 0
AFC_47_17_D12 3 1
AFC_47_17_E01 3 1
AFC_47_17_E02 3 0
AFC_47_17_E03 3 0
AFC_47_17_E04 3 0
AFC_47_17_E05 3 2
AFC_47_17_E06 3 0
AFC_47_17_E07 3 0
AFC_47_17_E08 3 1
AFC_47_17_E09 3 0
AFC_47_17_E10 3 0
AFC_47_17_E11 3 1
AFC_47_17_F01 3 0
AFC_47_17_F02 3 3
AFC_47_17_F03 3 0
AFC_47_17_F04 3 0
AFC_47_17_F05 3 0
AFC_47_17_F06 3 0
AFC_47_17_F07 3 0
AFC_47_17_F08 3 0
AFC_47_17_F09 3 0
AFC_47_17_F10 3 0
AFC_47_17_F11 3 0
AFC_47_17_F12 3 0
AFC_47_17_G01 3 1
AFC_47_17_G02 3 1
AFC_47_17_G03 3 0
AFC_47_17_G04 3 0
AFC_47_17_G05 3 1
AFC_47_17_G06 3 0
AFC_47_17_G07 3 1
AFC_47_17_G08 3 0
AFC_47_17_G09 3 1
AFC_47_17_G10 3 0
AFC_47_17_G11 3 1
AFC_47_17_G12 3 1
AFC_47_17_H01 3 2
AFC_47_17_H02 3 1
AFC_47_17_H03 3 1
AFC_47_17_H04 3 0
AFC_47_17_H05 3 1
AFC_47_17_H06 3 0
AFC_47_17_H07 3 1
AFC_47_17_H08 3 1
AFC_47_17_H11 3 1
AFC_47_17_H12 3 1
AFC_47_18_A02 3 2
AFC_47_18_A04 3 0
AFC_47_18_A06 3 2
AFC_47_18_A07 3 1
AFC_47_18_A08 3 0
AFC_47_18_A09 3 1
AFC_47_18_B02 3 0
AFC_47_18_B03 3 1
AFC_47_18_B04 3 1
AFC_47_18_B05 3 1
AFC_47_18_B06 3 2
AFC_47_18_B07 3 1
AFC_47_18_B08 3 1
AFC_47_18_B09 3 1
AFC_47_18_B10 3 0
AFC_47_18_B11 3 1
AFC_47_18_B12 3 1
AFC_47_18_C01 3 1
AFC_47_18_C02 3 1
AFC_47_18_C03 3 1
AFC_47_18_C04 3 1
AFC_47_18_C05 3 1
AFC_47_18_C06 3 1
AFC_47_18_C07 3 1
AFC_47_18_C08 3 2
AFC_47_18_C09 3 0
AFC_47_18_C10 3 1
AFC_47_18_C11 3 1
AFC_47_18_C12 3 0
AFC_47_18_D01 3 0
AFC_47_18_D02 3 1
AFC_47_18_D03 3 1
AFC_47_18_D04 3 0
AFC_47_18_D05 3 0
AFC_47_18_D06 3 1
AFC_47_18_D07 3 1
AFC_47_18_D08 3 0
AFC_47_18_D09 3 2
AFC_47_18_D10 3 0
AFC_47_18_D11 3 1
AFC_47_18_D12 3 0
AFC_47_18_E01 3 2
AFC_47_18_E03 3 0
AFC_47_18_E04 3 2
AFC_47_18_E05 3 1
AFC_47_18_E06 3 1
AFC_47_18_E07 3 1
AFC_47_18_E08 3 0
AFC_47_18_E09 3 0
AFC_47_18_E10 3 0
AFC_47_18_E11 3 1
AFC_47_18_E12 3 0
AFC_47_18_F01 3 0
AFC_47_18_F02 3 1
AFC_47_18_F04 3 1
AFC_47_18_F06 3 0
AFC_47_18_F07 3 0
AFC_47_18_F08 3 1
AFC_47_18_F09 3 2
AFC_47_18_F10 3 0
AFC_47_18_F11 3 1
AFC_47_18_F12 3 0
AFC_47_18_G01 3 1
AFC_47_18_G02 3 1
AFC_47_18_G04 3 1
AFC_47_18_G05 3 1
AFC_47_18_G06 3 0
AFC_47_18_G07 3 1
AFC_47_18_G09 3 1
AFC_47_18_G10 3 1
AFC_47_18_G11 3 0
AFC_47_18_G12 3 0
AFC_47_18_H01 3 0
AFC_47_18_H02 3 1
AFC_47_18_H03 3 1
AFC_47_18_H04 3 0
AFC_47_18_H05 3 1
AFC_47_18_H06 3 1
AFC_47_18_H07 3 1
AFC_47_18_H09 3 1
AFC_47_18_H10 3 1
AFC_47_18_H11 3 2
AFC_47_18_H12 3 0
AFC_47_19_A01 3 1
AFC_47_19_A02 3 1
AFC_47_19_A03 3 1
AFC_47_19_A04 3 1
AFC_47_19_A05 3 0
AFC_47_19_A06 3 0
AFC_47_19_A08 3 1
AFC_47_19_A09 3 2
AFC_47_19_A10 3 0
AFC_47_19_A11 3 0
AFC_47_19_A12 3 1
AFC_47_19_B01 3 1
AFC_47_19_B02 3 1
AFC_47_19_B03 3 0
AFC_47_19_B04 3 1
AFC_47_19_B05 3 0
AFC_47_19_B06 3 0
AFC_47_19_B07 3 1
AFC_47_19_B08 3 1
AFC_47_19_B09 3 1
AFC_47_19_B10 3 1
AFC_47_19_B11 3 1
AFC_47_19_B12 3 0
AFC_47_19_C01 3 0
AFC_47_19_C02 3 1
AFC_47_19_C03 3 1
AFC_47_19_C04 3 1
AFC_47_19_C05 3 2
AFC_47_19_C06 3 1
AFC_47_19_C07 3 0
AFC_47_19_C08 3 0
AFC_47_19_C09 3 1
AFC_47_19_C10 3 2
AFC_47_19_C11 3 0
AFC_47_19_C12 3 1
AFC_47_19_D01 3 1
AFC_47_19_D02 3 2
AFC_47_19_D03 3 0
AFC_47_19_D04 3 0
AFC_47_19_D05 3 0
AFC_47_19_D06 3 0
AFC_47_19_D07 3 0
AFC_47_19_D08 3 0
AFC_47_19_D09 3 1
AFC_47_19_D10 3 1
AFC_47_19_D11 3 0
AFC_47_19_E01 3 1
AFC_47_19_E02 3 1
AFC_47_19_E03 3 1
AFC_47_19_E04 3 2
AFC_47_19_E05 3 0
AFC_47_19_E06 3 1
AFC_47_19_E07 3 0
AFC_47_19_E08 3 2
AFC_47_19_E09 3 1
AFC_47_19_E10 3 1
AFC_47_19_E11 3 1
AFC_47_19_E12 3 2
AFC_47_19_F01 3 2
AFC_47_19_F02 3 0
AFC_47_19_F03 3 0
AFC_47_19_F04 3 0
AFC_47_19_F05 3 0
AFC_47_19_F06 3 1
AFC_47_19_F07 3 0
AFC_47_19_F08 3 1
AFC_47_19_F09 3 1
AFC_47_19_F10 3 0
AFC_47_19_F11 3 1
AFC_47_19_F12 3 0
AFC_47_19_G01 3 0
AFC_47_19_G02 3 1
AFC_47_19_G03 3 1
AFC_47_19_G04 3 2
AFC_47_19_G05 3 1
AFC_47_19_G06 3 1
AFC_47_19_G07 3 1
AFC_47_19_G08 3 1
AFC_47_19_G09 3 0
AFC_47_19_G10 3 0
AFC_47_19_G11 3 0
AFC_47_19_G12 3 0
AFC_47_19_H01 3 1
AFC_47_19_H03 3 1
AFC_47_19_H04 3 0
AFC_47_19_H05 3 1
AFC_47_19_H06 3 1
AFC_47_19_H08 3 1
AFC_47_19_H09 3 0
AFC_47_19_H10 3 1
AFC_47_20_A04 3 1
AFC_47_20_A05 3 1
AFC_47_20_A06 3 0
AFC_47_20_A07 3 1
AFC_47_20_A08 3 0
AFC_47_20_A09 3 2
AFC_47_20_A12 3 0
AFC_47_20_B01 3 1
AFC_47_20_B02 3 1
AFC_47_20_B03 3 1
AFC_47_20_B04 3 0
AFC_47_20_B05 3 0
AFC_47_20_B06 3 1
AFC_47_20_B07 3 0
AFC_47_20_B08 3 0
AFC_47_20_B09 3 1
AFC_47_20_B10 3 0
AFC_47_20_B11 3 1
AFC_47_20_B12 3 0
AFC_47_20_C01 3 1
AFC_47_20_C02 3 1
AFC_47_20_C03 3 0
AFC_47_20_C04 3 2
AFC_47_20_C05 3 1
AFC_47_20_C06 3 0
AFC_47_20_C07 3 1
AFC_47_20_C08 3 0
AFC_47_20_C09 3 1
AFC_47_20_C10 3 0
AFC_47_20_C11 3 1
AFC_47_20_C12 3 1
AFC_47_20_D01 3 1
AFC_47_20_D02 3 0
AFC_47_20_D03 3 0
AFC_47_20_D04 3 0
AFC_47_20_D05 3 1
AFC_47_20_D06 3 2
AFC_47_20_D07 3 0
AFC_47_20_D08 3 1
AFC_47_20_D10 3 1
AFC_47_20_D11 3 1
AFC_47_20_D12 3 1
AFC_47_20_E01 3 0
AFC_47_20_E02 3 1
AFC_47_20_E03 3 1
AFC_47_20_E04 3 1
AFC_47_20_E05 3 1
AFC_47_20_E06 3 1
AFC_47_20_E07 3 0
AFC_47_20_E08 3 0
AFC_47_20_E09 3 1
AFC_47_20_E10 3 3
AFC_47_20_E11 3 0
AFC_47_20_E12 3 1
AFC_47_20_F01 3 1
AFC_47_20_F02 3 0
AFC_47_20_F03 3 1
AFC_47_20_F04 3 1
AFC_47_20_F05 3 0
AFC_47_20_F06 3 0
AFC_47_20_F07 3 0
AFC_47_20_F08 3 0
AFC_47_20_F09 3 2
AFC_47_20_F10 3 0
AFC_47_20_F11 3 1
AFC_47_20_F12 3 0
AFC_47_20_G01 3 1
AFC_47_20_G02 3 1
AFC_47_20_G03 3 2
AFC_47_20_G04 3 1
AFC_47_20_G05 3 1
AFC_47_20_G06 3 1
AFC_47_20_G07 3 1
AFC_47_20_G08 3 1
AFC_47_20_G09 3 1
AFC_47_20_G10 3 1
AFC_47_20_G11 3 1
AFC_47_20_G12 3 1
AFC_47_20_H01 3 1
AFC_47_20_H02 3 2
AFC_47_20_H03 3 1
AFC_47_20_H04 3 1
AFC_47_20_H05 3 2
AFC_47_20_H06 3 1
AFC_47_20_H07 3 0
AFC_47_20_H08 3 2
AFC_47_20_H09 3 2
AFC_47_20_H10 3 0
AFC_47_20_H11 3 0
AFC_47_20_H12 3 0
AFC_48_15_A01 3 0
AFC_48_15_A02 3 0
AFC_48_15_A03 3 0
AFC_48_15_A04 3 1
AFC_48_15_A05 3 1
AFC_48_15_A07 3 1
AFC_48_15_A09 3 0
AFC_48_15_A11 3 1
AFC_48_15_A12 3 1
AFC_48_15_B01 3 1
AFC_48_15_B02 3 2
AFC_48_15_B03 3 0
AFC_48_15_B04 3 1
AFC_48_15_B05 3 1
AFC_48_15_B06 3 2
AFC_48_15_B07 3 3
AFC_48_15_B08 3 1
AFC_48_15_B09 3 0
AFC_48_15_B10 3 1
AFC_48_15_B11 3 1
AFC_48_15_B12 3 0
AFC_48_15_C01 3 1
AFC_48_15_C02 3 0
AFC_48_15_C03 3 0
AFC_48_15_C04 3 0
AFC_48_15_C05 3 1
AFC_48_15_C07 3 1
AFC_48_15_C08 3 0
AFC_48_15_C09 3 1
AFC_48_15_C10 3 1
AFC_48_15_C11 3 2
AFC_48_15_C12 3 0
AFC_48_15_D01 3 1
AFC_48_15_D02 3 0
AFC_48_15_D03 3 0
AFC_48_15_D04 3 0
AFC_48_15_D05 3 1
AFC_48_15_D06 3 0
AFC_48_15_D07 3 0
AFC_48_15_D08 3 0
AFC_48_15_D09 3 0
AFC_48_15_D10 3 2
AFC_48_15_D11 3 3
AFC_48_15_D12 3 1
AFC_48_15_E01 3 1
AFC_48_15_E02 3 0
AFC_48_15_E03 3 1
AFC_48_15_E04 3 0
AFC_48_15_E05 3 1
AFC_48_15_E06 3 1
AFC_48_15_E07 3 0
AFC_48_15_E08 3 0
AFC_48_15_E09 3 1
AFC_48_15_E10 3 0
AFC_48_15_E11 3 0
AFC_48_15_E12 3 0
AFC_48_15_F01 3 0
AFC_48_15_F02 3 1
AFC_48_15_F03 3 1
AFC_48_15_F04 3 1
AFC_48_15_F05 3 1
AFC_48_15_F06 3 0
AFC_48_15_F07 3 0
AFC_48_15_F08 3 1
AFC_48_15_F11 3 1
AFC_48_15_F12 3 0
AFC_48_15_G02 3 0
AFC_48_15_G03 3 0
AFC_48_15_G04 3 1
AFC_48_15_G05 3 1
AFC_48_15_G06 3 1
AFC_48_15_G07 3 1
AFC_48_15_G08 3 0
AFC_48_15_G09 3 1
AFC_48_15_G10 3 0
AFC_48_15_G11 3 0
AFC_48_15_G12 3 0
AFC_48_15_H01 3 0
AFC_48_15_H02 3 0
AFC_48_15_H03 3 0
AFC_48_15_H04 3 1
AFC_48_15_H05 3 1
AFC_48_15_H06 3 1
AFC_48_15_H07 3 0
AFC_48_15_H08 3 1
AFC_48_15_H09 3 0
AFC_48_15_H10 3 0
AFC_48_15_H11 3 0
AFC_48_15_H12 3 0
AFC_48_16_A02 3 1
AFC_48_16_A03 3 2
AFC_48_16_A04 3 1
AFC_48_16_A05 3 1
AFC_48_16_A06 3 0
AFC_48_16_A07 3 0
AFC_48_16_A08 3 1
AFC_48_16_A09 3 1
AFC_48_16_A10 3 0
AFC_48_16_A11 3 2
AFC_48_16_A12 3 2
AFC_48_16_B01 3 1
AFC_48_16_B03 3 0
AFC_48_16_B04 3 0
AFC_48_16_B05 3 3
AFC_48_16_B06 3 0
AFC_48_16_B07 3 1
AFC_48_16_B08 3 2
AFC_48_16_B09 3 1
AFC_48_16_B10 3 1
AFC_48_16_B11 3 2
AFC_48_16_B12 3 0
AFC_48_16_C01 3 3
AFC_48_16_C02 3 1
AFC_48_16_C03 3 1
AFC_48_16_C04 3 1
AFC_48_16_C07 3 1
AFC_48_16_C08 3 2
AFC_48_16_C09 3 1
AFC_48_16_C10 3 1
AFC_48_16_C11 3 2
AFC_48_16_C12 3 0
AFC_48_16_D01 3 1
AFC_48_16_D02 3 0
AFC_48_16_D03 3 3
AFC_48_16_D04 3 3
AFC_48_16_D06 3 0
AFC_48_16_D07 3 1
AFC_48_16_D08 3 1
AFC_48_16_D09 3 0
AFC_48_16_D10 3 1
AFC_48_16_D11 3 0
AFC_48_16_D12 3 0
AFC_48_16_E01 3 1
AFC_48_16_E02 3 1
AFC_48_16_E04 3 0
AFC_48_16_E05 3 1
AFC_48_16_E06 3 2
AFC_48_16_E07 3 1
AFC_48_16_E08 3 0
AFC_48_16_E10 3 1
AFC_48_16_E11 3 1
AFC_48_16_E12 3 0
AFC_48_16_F01 3 1
AFC_48_16_F02 3 2
AFC_48_16_F03 3 0
AFC_48_16_F05 3 3
AFC_48_16_F06 3 1
AFC_48_16_F07 3 1
AFC_48_16_F08 3 1
AFC_48_16_F09 3 0
AFC_48_16_F10 3 0
AFC_48_16_F11 3 0
AFC_48_16_F12 3 0
AFC_48_16_G01 3 0
AFC_48_16_G02 3 1
AFC_48_16_G03 3 1
AFC_48_16_G04 3 1
AFC_48_16_G05 3 1
AFC_48_16_G06 3 1
AFC_48_16_G07 3 1
AFC_48_16_G08 3 0
AFC_48_16_G09 3 1
AFC_48_16_G10 3 0
AFC_48_16_G11 3 1
AFC_48_16_G12 3 0
AFC_48_16_H02 3 0
AFC_48_16_H03 3 0
AFC_48_16_H04 3 1
AFC_48_16_H05 3 0
AFC_48_16_H06 3 1
AFC_48_16_H07 3 1
AFC_48_16_H11 3 0
AFC_48_16_H12 3 1
AFC_48_17_A01 3 0
AFC_48_17_A02 3 0
AFC_48_17_A03 3 0
AFC_48_17_A04 3 2
AFC_48_17_A05 3 0
AFC_48_17_A06 3 1
AFC_48_17_A08 3 1
AFC_48_17_A09 3 0
AFC_48_17_A11 3 0
AFC_48_17_A12 3 1
AFC_48_17_B01 3 0
AFC_48_17_B02 3 0
AFC_48_17_B03 3 0
AFC_48_17_B04 3 1
AFC_48_17_B05 3 0
AFC_48_17_B06 3 1
AFC_48_17_B07 3 1
AFC_48_17_B08 3 2
AFC_48_17_B09 3 1
AFC_48_17_B10 3 0
AFC_48_17_B11 3 0
AFC_48_17_B12 3 1
AFC_48_17_C01 3 2
AFC_48_17_C03 3 0
AFC_48_17_C04 3 0
AFC_48_17_C05 3 0
AFC_48_17_C06 3 1
AFC_48_17_C07 3 1
AFC_48_17_C08 3 0
AFC_48_17_C09 3 1
AFC_48_17_C10 3 2
AFC_48_17_C11 3 0
AFC_48_17_C12 3 1
AFC_48_17_D01 3 1
AFC_48_17_D02 3 1
AFC_48_17_D03 3 1
AFC_48_17_D04 3 2
AFC_48_17_D05 3 1
AFC_48_17_D06 3 2
AFC_48_17_D07 3 0
AFC_48_17_D08 3 1
AFC_48_17_D09 3 0
AFC_48_17_D10 3 1
AFC_48_17_D11 3 0
AFC_48_17_D12 3 1
AFC_48_17_E01 3 0
AFC_48_17_E02 3 0
AFC_48_17_E03 3 1
AFC_48_17_E04 3 0
AFC_48_17_E05 3 1
AFC_48_17_E06 3 0
AFC_48_17_E07 3 1
AFC_48_17_E08 3 0
AFC_48_17_E09 3 2
AFC_48_17_E10 3 1
AFC_48_17_E11 3 1
AFC_48_17_E12 3 2
AFC_48_17_F01 3 2
AFC_48_17_F02 3 1
AFC_48_17_F03 3 0
AFC_48_17_F04 3 1
AFC_48_17_F05 3 1
AFC_48_17_F06 3 2
AFC_48_17_F07 3 0
AFC_48_17_F08 3 0
AFC_48_17_F09 3 0
AFC_48_17_F10 3 1
AFC_48_17_F11 3 1
AFC_48_17_F12 3 0
AFC_48_17_G01 3 0
AFC_48_17_G02 3 2
AFC_48_17_G03 3 1
AFC_48_17_G04 3 0
AFC_48_17_G05 3 1
AFC_48_17_G06 3 0
AFC_48_17_G07 3 0
AFC_48_17_G08 3 1
AFC_48_17_G09 3 1
AFC_48_17_G10 3 1
AFC_48_17_G11 3 0
AFC_48_17_G12 3 1
AFC_48_17_H02 3 0
AFC_48_17_H03 3 1
AFC_48_17_H04 3 1
AFC_48_17_H05 3 1
AFC_48_17_H06 3 0
AFC_48_17_H08 3 2
AFC_48_17_H09 3 1
AFC_48_17_H10 3 1
AFC_48_17_H11 3 1
AFC_48_17_H12 3 0
AFC_48_18_C04 3 2
AFC_48_18_C05 3 2
AFC_48_18_C06 3 1
AFC_48_18_D03 3 1
AFC_48_18_D04 3 2
AFC_48_18_D05 3 0
AFC_48_18_D06 3 1
AFC_48_18_D07 3 0
AFC_48_18_D08 3 1
AFC_48_18_D09 3 2
AFC_48_18_E02 3 0
AFC_48_18_E03 3 1
AFC_48_18_E04 3 0
AFC_48_18_E05 3 1
AFC_48_18_E06 3 2
AFC_48_18_E07 3 1
AFC_48_18_E08 3 1
AFC_48_18_E09 3 2
AFC_48_18_F01 3 1
AFC_48_18_F02 3 0
AFC_48_18_F03 3 1
AFC_48_18_F04 3 1
AFC_48_18_F06 3 0
AFC_48_18_F07 3 0
AFC_48_18_F08 3 2
AFC_48_18_F09 3 1
AFC_48_18_G01 3 1
AFC_48_18_G02 3 1
AFC_48_18_G03 3 1
AFC_48_18_G04 3 0
AFC_48_18_G05 3 0
AFC_48_18_G06 3 2
AFC_48_18_G07 3 0
AFC_48_18_G08 3 2
AFC_48_18_G09 3 1
AFC_48_18_H01 3 1
AFC_48_18_H02 3 1
AFC_48_18_H03 3 0
AFC_48_18_H04 3 1
AFC_48_18_H05 3 0
AFC_48_18_H06 3 1
AFC_48_18_H07 3 1
AFC_48_18_H08 3 0
